ax,ay,az,gx,gy,gz,mx,my,mz,heading,pitch,roll
-0.201,-0.351,-0.937,0.037,-0.003,-0.002,24.0,-4.35,-74.4,68.12,0.12,-170.59
-0.203,-0.346,-0.934,0.034,-0.006,-0.004,24.0,-4.35,-74.4,68.18,0.11,-170.6
-0.214,-0.345,-0.94,0.036,0.01,0.001,24.0,-4.05,-75.9,68.24,0.12,-170.61
-0.214,-0.345,-0.94,0.032,0.0,-0.002,23.55,-4.8,-74.85,68.3,0.13,-170.61
-0.203,-0.347,-0.939,0.032,0.003,-0.002,22.65,-4.95,-75.0,68.35,0.14,-170.61
-0.197,-0.35,-0.945,0.037,0.008,-0.006,22.8,-3.6,-75.6,68.4,0.14,-170.61
-0.202,-0.355,-0.944,0.039,0.0,-0.002,22.8,-3.6,-75.6,68.45,0.14,-170.61
-0.202,-0.355,-0.944,0.038,-0.0,-0.002,24.45,-3.45,-75.3,68.51,0.12,-170.62
-0.201,-0.35,-0.942,0.037,0.001,0.005,22.8,-4.05,-75.15,68.57,0.13,-170.62
-0.207,-0.345,-0.941,0.034,-0.001,-0.002,24.75,-2.4,-75.15,68.63,0.12,-170.66
-0.207,-0.345,-0.941,0.032,-0.003,-0.001,23.25,-4.8,-76.35,68.68,0.13,-170.66
-0.209,-0.348,-0.935,0.038,-0.0,-0.003,23.1,-3.0,-75.75,68.74,0.14,-170.67
-0.206,-0.355,-0.934,0.032,0.0,-0.001,22.5,-4.35,-75.6,68.79,0.16,-170.65
-0.196,-0.354,-0.94,0.032,-0.0,-0.005,22.65,-5.4,-75.0,68.84,0.15,-170.63
-0.196,-0.354,-0.94,0.034,-0.001,0.0,23.85,-3.75,-74.25,68.9,0.13,-170.63
-0.205,-0.35,-0.943,0.029,-0.003,-0.001,23.1,-4.95,-74.55,68.95,0.14,-170.63
-0.206,-0.355,-0.937,0.031,-0.002,-0.005,23.4,-4.2,-75.75,69.01,0.15,-170.62
-0.206,-0.355,-0.937,0.033,-0.002,-0.004,23.85,-4.65,-75.3,69.07,0.15,-170.61
-0.206,-0.348,-0.931,0.038,0.002,-0.008,24.3,-4.8,-74.4,69.13,0.14,-170.61
-0.2,-0.349,-0.939,0.034,-0.002,-0.002,23.85,-3.45,-75.75,69.19,0.14,-170.62
-0.2,-0.356,-0.942,0.036,0.003,0.004,23.85,-4.2,-74.55,69.25,0.13,-170.62
-0.2,-0.356,-0.942,0.032,0.001,-0.002,23.85,-4.2,-74.55,69.31,0.12,-170.62
-0.203,-0.351,-0.943,0.032,-0.001,-0.004,23.85,-4.2,-74.55,69.37,0.11,-170.62
-0.207,-0.356,-0.932,0.037,-0.003,0.0,22.05,-5.25,-75.9,69.42,0.14,-170.59
-0.207,-0.356,-0.932,0.031,-0.002,0.0,22.5,-2.85,-76.65,69.47,0.16,-170.6
-0.202,-0.344,-0.938,0.034,0.001,-0.001,22.5,-3.3,-75.15,69.52,0.17,-170.61
-0.206,-0.346,-0.939,0.029,0.004,-0.002,24.0,-4.35,-74.4,69.58,0.17,-170.62
-0.197,-0.351,-0.945,0.035,0.006,-0.007,24.0,-4.35,-74.4,69.64,0.15,-170.63
-0.197,-0.351,-0.945,0.034,0.003,-0.009,24.15,-5.7,-74.55,69.7,0.14,-170.62
-0.201,-0.351,-0.94,0.031,-0.001,-0.003,22.5,-4.05,-75.6,69.75,0.15,-170.61
-0.206,-0.347,-0.937,0.035,0.003,-0.012,23.1,-3.75,-74.55,69.81,0.15,-170.62
-0.206,-0.347,-0.937,0.028,0.002,-0.005,24.0,-4.05,-76.95,69.87,0.16,-170.63
-0.2,-0.344,-0.941,0.032,0.003,-0.001,24.0,-4.05,-76.95,69.92,0.16,-170.65
-0.206,-0.344,-0.94,0.036,-0.003,-0.001,23.4,-2.7,-75.3,69.98,0.17,-170.67
-0.204,-0.349,-0.941,0.033,0.003,0.0,24.45,-5.4,-76.05,70.04,0.17,-170.67
-0.204,-0.349,-0.941,0.041,0.005,-0.007,22.5,-4.05,-75.9,70.09,0.18,-170.67
-0.2,-0.357,-0.944,0.038,-0.002,0.002,23.85,-3.45,-75.3,70.15,0.17,-170.67
-0.206,-0.351,-0.94,0.031,0.004,-0.005,23.85,-3.45,-75.3,70.21,0.18,-170.68
-0.206,-0.351,-0.94,0.033,-0.002,0.001,24.0,-4.8,-76.35,70.27,0.18,-170.68
-0.205,-0.347,-0.94,0.038,0.002,0.001,23.55,-4.8,-75.15,70.33,0.19,-170.68
-0.202,-0.35,-0.938,0.031,-0.001,-0.003,23.4,-4.2,-73.95,70.39,0.19,-170.68
-0.2,-0.344,-0.942,0.038,-0.001,-0.007,23.1,-3.75,-75.3,70.44,0.19,-170.69
-0.2,-0.344,-0.942,0.036,0.002,-0.002,23.1,-3.75,-75.3,70.5,0.19,-170.7
-0.206,-0.354,-0.936,0.033,0.0,-0.0,23.55,-4.8,-74.25,70.56,0.2,-170.69
-0.196,-0.35,-0.936,0.035,0.002,-0.001,23.25,-4.05,-74.1,70.61,0.19,-170.69
-0.196,-0.35,-0.936,0.034,-0.003,-0.002,22.8,-4.8,-73.65,70.67,0.19,-170.68
-0.203,-0.354,-0.945,0.036,-0.003,-0.004,22.65,-4.2,-76.05,70.72,0.2,-170.68
-0.202,-0.351,-0.941,0.027,-0.003,0.001,22.65,-4.2,-76.05,70.77,0.21,-170.67
-0.202,-0.351,-0.941,0.033,0.002,0.0,23.4,-4.2,-75.0,70.83,0.22,-170.68
-0.204,-0.353,-0.938,0.031,0.004,-0.003,23.1,-4.95,-75.3,70.89,0.23,-170.66
-0.195,-0.349,-0.94,0.034,0.0,-0.004,24.0,-3.6,-74.85,70.95,0.21,-170.68
-0.204,-0.351,-0.945,0.034,0.001,-0.004,23.25,-3.3,-75.15,71.0,0.22,-170.69
-0.204,-0.351,-0.945,0.028,0.001,-0.003,24.9,-4.65,-73.5,71.08,0.2,-170.7
-0.204,-0.354,-0.941,0.033,-0.001,-0.005,23.4,-3.75,-73.95,71.14,0.2,-170.7
-0.2,-0.349,-0.936,0.033,-0.003,-0.001,23.25,-4.05,-74.4,71.2,0.21,-170.7
-0.2,-0.349,-0.936,0.031,-0.002,-0.007,22.35,-4.95,-75.0,71.25,0.22,-170.69
-0.203,-0.357,-0.931,0.03,-0.001,-0.004,23.55,-5.25,-74.4,71.31,0.22,-170.67
-0.204,-0.349,-0.941,0.033,0.0,-0.003,23.55,-5.25,-74.4,71.37,0.23,-170.67
-0.201,-0.357,-0.94,0.036,0.004,-0.002,22.65,-5.4,-75.0,71.42,0.24,-170.64
-0.201,-0.357,-0.94,0.03,0.001,-0.001,23.1,-4.2,-74.25,71.48,0.24,-170.64
-0.206,-0.355,-0.943,0.035,-0.001,-0.002,24.3,-4.05,-75.6,71.54,0.24,-170.64
-0.203,-0.353,-0.941,0.028,-0.002,0.0,23.25,-6.3,-74.1,71.6,0.25,-170.62
-0.203,-0.353,-0.941,0.036,0.002,0.0,23.25,-6.3,-74.1,71.66,0.25,-170.6
-0.206,-0.349,-0.935,0.036,0.006,-0.002,23.25,-6.3,-74.1,71.72,0.26,-170.59
-0.202,-0.351,-0.941,0.031,0.004,-0.003,23.25,-5.25,-73.65,71.78,0.26,-170.58
-0.208,-0.352,-0.937,0.031,-0.001,-0.001,23.1,-3.0,-75.75,71.83,0.28,-170.6
-0.208,-0.352,-0.937,0.037,-0.003,0.004,22.65,-4.65,-75.3,71.89,0.3,-170.59
-0.199,-0.353,-0.945,0.035,0.004,-0.003,22.5,-4.35,-75.15,71.94,0.31,-170.59
-0.203,-0.35,-0.941,0.032,0.004,-0.003,22.5,-4.35,-75.15,71.99,0.32,-170.59
-0.203,-0.35,-0.941,0.037,0.002,0.0,22.5,-5.25,-73.65,72.05,0.33,-170.58
-0.204,-0.349,-0.943,0.032,-0.0,-0.005,23.1,-4.2,-74.25,72.11,0.33,-170.59
-0.202,-0.35,-0.937,0.035,0.001,0.0,22.8,-4.05,-75.15,72.16,0.34,-170.6
-0.202,-0.352,-0.936,0.042,0.0,-0.004,22.05,-4.35,-74.4,72.21,0.35,-170.59
-0.202,-0.352,-0.936,0.032,0.004,-0.006,23.1,-4.95,-74.25,72.27,0.36,-170.59
-0.204,-0.354,-0.944,0.036,0.003,-0.003,23.4,-5.4,-73.95,72.33,0.36,-170.58
-0.2,-0.353,-0.939,0.033,0.003,-0.0,23.1,-4.65,-75.3,72.39,0.36,-170.58
-0.2,-0.353,-0.939,0.04,-0.001,-0.0,23.4,-3.75,-75.3,72.45,0.36,-170.59
-0.208,-0.349,-0.939,0.027,-0.004,0.001,22.65,-4.65,-73.95,72.51,0.38,-170.59
-0.208,-0.344,-0.939,0.035,-0.002,0.002,22.65,-4.65,-73.95,72.56,0.39,-170.6
-0.21,-0.356,-0.939,0.031,0.004,-0.003,22.8,-4.8,-74.85,72.62,0.41,-170.59
-0.21,-0.356,-0.939,0.031,-0.005,-0.001,23.1,-4.65,-75.3,72.68,0.43,-170.58
-0.202,-0.35,-0.942,0.037,0.002,-0.003,23.25,-4.05,-74.85,72.74,0.43,-170.6
-0.204,-0.354,-0.939,0.031,0.005,-0.003,23.25,-4.35,-74.1,72.8,0.43,-170.6
-0.204,-0.354,-0.939,0.029,-0.001,-0.003,23.25,-4.35,-74.1,72.86,0.44,-170.6
-0.198,-0.35,-0.94,0.034,-0.004,-0.001,23.55,-3.3,-74.4,72.92,0.43,-170.62
-0.206,-0.352,-0.934,0.03,-0.007,-0.002,23.25,-4.8,-76.35,72.98,0.44,-170.62
-0.203,-0.35,-0.938,0.027,0.003,-0.002,22.5,-4.35,-74.85,73.04,0.45,-170.62
-0.203,-0.35,-0.938,0.03,-0.004,-0.005,24.45,-5.7,-75.75,73.1,0.45,-170.61
-0.208,-0.348,-0.939,0.035,-0.001,-0.003,24.45,-5.7,-75.75,73.17,0.45,-170.61
-0.201,-0.349,-0.938,0.035,0.001,-0.002,23.4,-4.2,-76.05,73.22,0.46,-170.62
-0.201,-0.349,-0.938,0.036,0.005,-0.002,23.85,-4.95,-75.3,73.29,0.46,-170.63
-0.198,-0.351,-0.942,0.038,0.0,-0.001,22.35,-4.65,-74.25,73.34,0.46,-170.63
-0.207,-0.352,-0.939,0.032,0.003,-0.002,22.8,-4.8,-75.15,73.4,0.47,-170.62
-0.204,-0.349,-0.943,0.032,-0.004,-0.005,22.8,-4.8,-75.15,73.45,0.48,-170.62
-0.204,-0.349,-0.943,0.032,-0.002,0.003,23.85,-4.2,-75.0,73.52,0.48,-170.64
-0.207,-0.354,-0.942,0.034,-0.002,-0.007,24.15,-3.75,-76.5,73.58,0.49,-170.65
-0.201,-0.354,-0.942,0.032,0.003,-0.002,23.25,-4.35,-74.85,73.64,0.49,-170.65
-0.201,-0.354,-0.942,0.037,0.003,-0.001,23.85,-5.4,-74.25,73.71,0.48,-170.65
-0.196,-0.358,-0.942,0.027,-0.003,-0.005,23.85,-5.4,-74.25,73.77,0.47,-170.64
-0.2,-0.352,-0.943,0.039,-0.001,-0.001,22.35,-3.0,-74.55,73.83,0.48,-170.66
-0.2,-0.352,-0.943,0.037,0.004,0.0,23.55,-4.8,-74.4,73.89,0.48,-170.66
-0.204,-0.354,-0.936,0.033,-0.002,-0.001,23.55,-4.8,-75.9,73.95,0.48,-170.65
-0.205,-0.353,-0.934,0.033,0.005,-0.0,22.35,-5.7,-75.3,74.01,0.5,-170.63
-0.205,-0.352,-0.937,0.035,0.001,-0.004,22.35,-5.7,-75.3,74.06,0.52,-170.62
-0.205,-0.352,-0.937,0.037,0.005,-0.003,23.85,-6.15,-75.3,74.12,0.53,-170.61
-0.199,-0.353,-0.945,0.034,-0.004,-0.003,22.8,-4.8,-75.6,74.18,0.53,-170.61
-0.2,-0.358,-0.938,0.035,0.001,-0.001,22.8,-4.05,-75.15,74.24,0.54,-170.6
-0.2,-0.358,-0.938,0.033,-0.004,0.0,22.65,-4.65,-75.0,74.29,0.54,-170.59
-0.202,-0.356,-0.94,0.035,-0.004,-0.006,22.8,-5.55,-74.85,74.35,0.55,-170.58
-0.201,-0.35,-0.939,0.039,-0.006,0.002,22.5,-5.25,-74.85,74.41,0.56,-170.58
-0.206,-0.347,-0.942,0.034,-0.002,-0.003,22.5,-5.25,-74.1,74.46,0.57,-170.58
-0.206,-0.347,-0.942,0.031,-0.001,-0.003,22.8,-3.6,-75.6,74.52,0.59,-170.6
-0.207,-0.35,-0.942,0.035,0.004,-0.001,23.55,-4.8,-75.15,74.58,0.59,-170.61
-0.201,-0.353,-0.938,0.03,-0.001,-0.002,24.45,-4.2,-75.75,74.65,0.59,-170.62
-0.201,-0.353,-0.938,0.032,-0.002,0.003,23.55,-4.8,-75.15,74.72,0.59,-170.62
-0.198,-0.355,-0.945,0.032,-0.001,-0.005,23.85,-4.65,-75.3,74.78,0.58,-170.63
-0.206,-0.349,-0.936,0.031,-0.001,-0.0,23.85,-4.95,-75.0,74.85,0.59,-170.63
-0.204,-0.353,-0.94,0.028,0.001,0.0,21.75,-4.8,-74.4,74.9,0.6,-170.63
-0.204,-0.353,-0.94,0.039,0.001,0.001,24.15,-3.75,-74.25,74.97,0.6,-170.64
-0.202,-0.358,-0.939,0.031,-0.002,-0.003,24.15,-3.75,-74.25,75.04,0.59,-170.66
-0.203,-0.354,-0.947,0.039,0.003,-0.003,22.35,-4.2,-74.25,75.1,0.6,-170.66
-0.203,-0.354,-0.947,0.035,-0.003,-0.003,22.8,-5.55,-75.6,75.15,0.61,-170.65
-0.206,-0.353,-0.938,0.029,0.002,-0.005,22.8,-5.25,-74.1,75.22,0.63,-170.64
-0.204,-0.347,-0.939,0.033,-0.002,-0.003,23.55,-3.6,-75.15,75.28,0.63,-170.67
-0.202,-0.353,-0.938,0.035,0.001,-0.004,23.55,-3.6,-75.15,75.34,0.63,-170.68
-0.202,-0.353,-0.938,0.038,-0.003,-0.004,23.25,-4.8,-73.35,75.41,0.63,-170.68
-0.205,-0.354,-0.937,0.032,-0.004,-0.009,22.8,-2.85,-75.6,75.47,0.65,-170.7
-0.207,-0.346,-0.94,0.039,0.0,-0.007,21.6,-3.45,-76.05,75.52,0.67,-170.71
-0.207,-0.346,-0.94,0.032,-0.0,0.001,23.25,-4.05,-75.15,75.58,0.68,-170.72
-0.196,-0.348,-0.934,0.027,-0.001,-0.005,23.25,-4.05,-75.15,75.64,0.68,-170.73
-0.204,-0.351,-0.945,0.034,-0.003,-0.003,23.1,-4.65,-75.3,75.7,0.69,-170.74
-0.209,-0.354,-0.937,0.029,-0.003,-0.006,22.05,-5.25,-75.15,75.76,0.71,-170.72
-0.209,-0.354,-0.937,0.031,0.001,0.002,23.4,-4.2,-75.0,75.82,0.73,-170.73
-0.201,-0.354,-0.937,0.033,-0.002,-0.004,21.75,-4.8,-75.6,75.88,0.74,-170.71
-0.202,-0.353,-0.947,0.039,-0.0,-0.002,21.75,-4.8,-75.6,75.93,0.76,-170.71
-0.202,-0.353,-0.947,0.031,0.004,-0.002,23.85,-3.45,-75.75,76.0,0.75,-170.73
-0.198,-0.348,-0.943,0.036,-0.005,-0.001,23.85,-4.95,-75.3,76.06,0.75,-170.74
-0.202,-0.352,-0.941,0.036,0.0,0.0,23.25,-4.8,-76.35,76.12,0.75,-170.73
-0.202,-0.352,-0.941,0.036,0.001,0.002,23.4,-5.4,-75.75,76.18,0.76,-170.73
-0.204,-0.349,-0.94,0.039,-0.002,-0.002,23.4,-5.4,-75.75,76.24,0.77,-170.73
-0.211,-0.349,-0.935,0.036,0.003,-0.002,24.45,-4.2,-75.0,76.32,0.77,-170.74
-0.205,-0.353,-0.938,0.033,-0.004,-0.001,23.85,-3.0,-74.55,76.39,0.77,-170.77
-0.205,-0.353,-0.938,0.036,0.001,-0.001,23.55,-4.35,-74.85,76.46,0.78,-170.77
-0.203,-0.347,-0.943,0.034,0.001,-0.006,23.1,-4.65,-75.3,76.52,0.78,-170.78
-0.2,-0.355,-0.939,0.036,-0.001,-0.005,23.1,-4.65,-75.3,76.58,0.79,-170.77
-0.2,-0.355,-0.939,0.035,-0.003,-0.001,22.65,-4.2,-74.25,76.64,0.79,-170.77
-0.205,-0.352,-0.939,0.034,0.003,0.002,24.0,-5.25,-75.15,76.71,0.79,-170.77
-0.202,-0.349,-0.942,0.033,0.001,-0.009,23.85,-4.65,-75.0,76.78,0.79,-170.78
-0.202,-0.359,-0.936,0.037,0.003,-0.004,24.0,-3.6,-75.15,76.85,0.79,-170.79
-0.202,-0.359,-0.936,0.032,0.001,-0.003,22.05,-3.6,-75.9,76.9,0.81,-170.78
-0.2,-0.357,-0.94,0.027,0.001,-0.006,22.35,-5.4,-75.75,76.96,0.82,-170.76
-0.203,-0.354,-0.94,0.032,-0.004,-0.003,22.5,-5.55,-75.6,77.02,0.83,-170.75
-0.203,-0.354,-0.94,0.031,-0.001,-0.006,23.55,-2.85,-74.85,77.09,0.83,-170.77
-0.204,-0.345,-0.94,0.031,-0.001,-0.01,23.1,-4.65,-74.55,77.15,0.84,-170.78
-0.206,-0.354,-0.937,0.029,-0.007,-0.009,23.1,-4.65,-74.55,77.22,0.85,-170.78
-0.21,-0.296,-0.94,0.017,-0.013,-0.115,23.1,-5.7,-76.05,77.27,0.87,-170.84
-0.21,-0.296,-0.94,0.108,0.001,-1.241,22.8,-4.05,-75.6,77.33,0.89,-170.9
-0.061,-0.615,-0.973,0.155,-0.016,-2.17,21.9,-6.9,-74.55,77.4,0.73,-170.64
-0.167,-0.525,-0.952,0.027,-0.023,-0.764,21.75,-8.25,-75.15,77.47,0.69,-170.4
-0.167,-0.525,-0.952,0.071,-0.0,-0.281,21.75,-8.25,-75.15,77.53,0.65,-170.18
-0.183,-0.351,-0.94,0.011,-0.005,-0.296,21.75,-8.25,-75.15,77.58,0.65,-170.16
-0.182,-0.374,-0.941,0.044,-0.003,-0.014,22.65,-9.6,-76.05,77.63,0.64,-170.1
-0.182,-0.369,-0.938,0.04,0.002,-0.011,22.8,-9.9,-74.85,77.69,0.63,-170.05
-0.182,-0.369,-0.938,0.049,-0.001,-0.013,23.1,-9.6,-75.75,77.75,0.62,-170.01
-0.184,-0.364,-0.938,0.039,-0.002,-0.007,22.05,-9.0,-74.4,77.8,0.62,-169.97
-0.181,-0.373,-0.936,0.044,0.003,-0.001,21.75,-9.9,-75.9,77.85,0.63,-169.92
-0.181,-0.373,-0.936,0.038,0.001,-0.007,21.75,-8.25,-75.15,77.9,0.62,-169.88
-0.182,-0.366,-0.937,0.044,0.003,-0.001,22.35,-9.6,-74.55,77.95,0.62,-169.84
-0.178,-0.365,-0.937,0.031,-0.007,0.0,21.75,-10.65,-75.15,78.0,0.62,-169.79
-0.177,-0.371,-0.94,0.04,-0.001,-0.002,22.35,-9.3,-74.25,78.05,0.61,-169.76
-0.177,-0.371,-0.94,0.038,0.002,0.001,22.05,-10.65,-76.65,78.1,0.6,-169.71
-0.182,-0.368,-0.941,0.034,0.006,-0.003,22.65,-9.3,-74.25,78.16,0.6,-169.68
-0.179,-0.368,-0.937,0.034,-0.004,-0.003,22.5,-10.2,-74.4,78.21,0.59,-169.64
-0.179,-0.368,-0.937,0.029,-0.001,-0.005,23.1,-9.3,-75.75,78.27,0.58,-169.61
-0.18,-0.369,-0.945,0.029,0.002,-0.004,22.35,-9.3,-75.0,78.32,0.57,-169.59
-0.178,-0.368,-0.934,0.028,-0.0,-0.003,22.35,-9.3,-75.0,78.37,0.57,-169.56
-0.179,-0.367,-0.94,0.036,-0.005,0.001,23.4,-9.6,-74.25,78.43,0.55,-169.54
-0.179,-0.367,-0.94,0.039,0.005,-0.009,22.05,-9.9,-74.4,78.48,0.55,-169.51
-0.182,-0.37,-0.939,0.031,-0.006,-0.001,22.5,-9.45,-75.15,78.53,0.55,-169.48
-0.181,-0.368,-0.94,0.037,-0.003,-0.003,22.65,-10.5,-75.0,78.59,0.55,-169.45
-0.181,-0.368,-0.94,0.03,0.002,-0.003,22.65,-10.5,-75.0,78.64,0.55,-169.42
-0.179,-0.374,-0.934,0.032,0.001,-0.001,21.0,-9.0,-74.1,78.69,0.55,-169.38
-0.18,-0.364,-0.937,0.039,-0.001,-0.001,22.8,-9.9,-73.65,78.74,0.54,-169.36
-0.181,-0.376,-0.937,0.036,-0.003,0.0,23.55,-9.0,-74.1,78.81,0.53,-169.34
-0.181,-0.376,-0.937,0.032,0.0,-0.005,21.75,-9.0,-75.6,78.86,0.54,-169.31
-0.178,-0.371,-0.938,0.04,-0.003,-0.003,21.75,-9.0,-75.6,78.9,0.54,-169.29
-0.185,-0.369,-0.937,0.035,0.003,-0.002,21.6,-8.55,-75.3,78.95,0.55,-169.27
-0.185,-0.369,-0.937,0.034,0.003,-0.007,22.65,-8.1,-75.75,79.01,0.56,-169.27
-0.183,-0.371,-0.94,0.037,-0.004,-0.002,21.9,-9.6,-73.95,79.06,0.56,-169.24
-0.178,-0.365,-0.938,0.037,0.004,-0.006,23.85,-9.6,-75.3,79.12,0.55,-169.23
-0.182,-0.369,-0.939,0.03,-0.003,-0.002,24.0,-8.25,-75.3,79.18,0.54,-169.24
-0.182,-0.369,-0.939,0.035,-0.002,-0.001,23.1,-8.55,-75.0,79.24,0.53,-169.23
-0.178,-0.368,-0.938,0.031,0.002,-0.001,23.4,-8.55,-74.55,79.3,0.52,-169.23
-0.177,-0.369,-0.936,0.036,-0.001,0.001,22.35,-9.3,-74.25,79.35,0.52,-169.21
-0.177,-0.369,-0.936,0.034,0.001,-0.002,22.65,-9.3,-75.0,79.4,0.51,-169.19
-0.181,-0.363,-0.934,0.034,0.002,-0.001,22.65,-9.3,-75.0,79.46,0.52,-169.18
-0.18,-0.369,-0.934,0.033,-0.001,0.0,22.35,-10.05,-73.95,79.51,0.52,-169.16
-0.18,-0.369,-0.934,0.034,0.001,-0.002,21.9,-8.85,-74.55,79.56,0.52,-169.15
-0.181,-0.365,-0.946,0.035,0.001,0.002,22.35,-8.55,-75.3,79.61,0.52,-169.15
-0.181,-0.366,-0.939,0.027,-0.001,-0.001,23.1,-10.5,-76.05,79.66,0.53,-169.13
-0.186,-0.369,-0.938,0.036,0.005,-0.003,23.1,-10.5,-76.05,79.72,0.53,-169.11
-0.186,-0.369,-0.938,0.036,-0.002,0.001,22.5,-11.4,-75.6,79.77,0.54,-169.08
-0.183,-0.364,-0.933,0.028,-0.001,-0.008,22.35,-10.05,-75.75,79.82,0.55,-169.06
-0.178,-0.372,-0.942,0.034,-0.0,-0.002,23.25,-9.9,-75.15,79.88,0.54,-169.05
-0.178,-0.372,-0.942,0.036,0.001,0.001,22.35,-9.3,-75.75,79.93,0.55,-169.04
-0.176,-0.375,-0.939,0.03,-0.0,-0.0,22.35,-9.3,-75.75,79.98,0.54,-169.02
-0.182,-0.368,-0.938,0.032,0.005,0.002,21.3,-9.45,-74.85,80.03,0.56,-169.01
-0.18,-0.369,-0.933,0.038,0.0,0.0,21.9,-8.1,-74.55,80.08,0.56,-169.0
-0.18,-0.369,-0.933,0.029,0.007,-0.005,21.75,-9.0,-74.85,80.13,0.57,-168.99
-0.18,-0.367,-0.938,0.038,0.007,0.003,22.05,-9.0,-74.4,80.18,0.57,-168.99
-0.182,-0.368,-0.941,0.034,-0.002,-0.002,22.05,-9.0,-74.4,80.23,0.58,-168.98
-0.182,-0.368,-0.941,0.032,-0.002,-0.005,23.55,-10.2,-75.6,80.29,0.57,-168.98
-0.182,-0.376,-0.94,0.039,0.002,-0.006,22.5,-9.9,-75.6,80.34,0.58,-168.96
-0.179,-0.372,-0.943,0.032,0.001,-0.003,21.75,-9.45,-75.15,80.39,0.58,-168.95
-0.183,-0.364,-0.94,0.033,-0.001,-0.002,23.1,-9.6,-74.25,80.45,0.58,-168.95
-0.183,-0.364,-0.94,0.039,-0.003,0.001,23.1,-9.6,-74.25,80.5,0.58,-168.95
-0.182,-0.371,-0.937,0.035,-0.001,-0.005,23.1,-9.6,-74.25,80.56,0.58,-168.94
-0.183,-0.362,-0.937,0.031,0.003,0.001,22.35,-9.6,-73.5,80.62,0.58,-168.94
-0.183,-0.362,-0.937,0.033,0.001,-0.001,22.5,-9.9,-74.1,80.67,0.59,-168.94
-0.184,-0.368,-0.937,0.036,0.001,0.0,22.65,-9.45,-74.85,80.72,0.59,-168.93
-0.18,-0.369,-0.936,0.031,0.004,0.001,22.65,-8.85,-74.55,80.78,0.59,-168.93
-0.181,-0.373,-0.938,0.035,0.0,-0.003,21.75,-10.95,-75.6,80.83,0.6,-168.91
-0.181,-0.373,-0.938,0.033,-0.003,0.0,23.25,-8.7,-75.9,80.88,0.6,-168.91
-0.178,-0.37,-0.934,0.033,-0.002,-0.0,22.35,-8.55,-75.75,80.94,0.61,-168.91
-0.182,-0.368,-0.938,0.037,-0.001,-0.004,22.5,-8.7,-74.85,80.99,0.61,-168.91
-0.182,-0.368,-0.938,0.034,-0.005,-0.003,22.5,-8.7,-75.6,81.04,0.62,-168.91
-0.18,-0.37,-0.931,0.032,0.003,-0.001,24.3,-9.0,-76.35,81.11,0.61,-168.92
-0.184,-0.367,-0.937,0.027,-0.002,-0.001,22.35,-9.3,-73.95,81.16,0.62,-168.92
-0.175,-0.372,-0.941,0.038,0.005,-0.0,22.65,-8.55,-75.3,81.22,0.61,-168.92
-0.175,-0.372,-0.941,0.035,0.0,0.004,23.55,-10.65,-74.4,81.28,0.6,-168.9
-0.179,-0.372,-0.939,0.039,-0.001,-0.004,22.65,-8.85,-73.5,81.33,0.6,-168.9
-0.184,-0.368,-0.94,0.034,-0.001,0.001,23.25,-9.0,-74.1,81.39,0.6,-168.91
-0.184,-0.368,-0.94,0.035,-0.001,-0.001,23.85,-9.3,-75.3,81.45,0.6,-168.92
-0.18,-0.364,-0.931,0.036,-0.0,-0.004,22.5,-9.0,-74.1,81.51,0.6,-168.92
-0.183,-0.367,-0.939,0.035,0.0,-0.002,21.3,-9.9,-75.15,81.55,0.62,-168.91
-0.179,-0.369,-0.941,0.035,0.005,-0.002,21.3,-9.9,-75.15,81.6,0.63,-168.89
-0.179,-0.369,-0.941,0.029,0.003,0.0,21.3,-9.9,-75.15,81.65,0.64,-168.88
-0.179,-0.367,-0.937,0.036,-0.0,0.0,24.0,-10.2,-74.1,81.71,0.63,-168.88
-0.187,-0.365,-0.937,0.033,-0.001,0.0,22.35,-9.6,-73.2,81.77,0.64,-168.88
-0.187,-0.365,-0.937,0.032,0.003,-0.003,23.25,-9.45,-74.1,81.83,0.65,-168.88
-0.181,-0.369,-0.933,0.033,0.004,-0.003,22.65,-9.6,-75.3,81.88,0.66,-168.88
-0.18,-0.367,-0.941,0.028,-0.004,-0.004,22.65,-9.6,-75.3,81.93,0.66,-168.88
-0.182,-0.368,-0.941,0.037,-0.005,-0.001,22.65,-8.85,-75.3,81.99,0.66,-168.88
-0.182,-0.368,-0.941,0.032,0.001,-0.004,23.25,-9.0,-75.6,82.05,0.66,-168.89
-0.18,-0.37,-0.94,0.033,-0.002,-0.002,22.5,-10.2,-74.85,82.1,0.67,-168.88
-0.18,-0.37,-0.934,0.029,0.003,-0.005,21.75,-9.0,-74.85,82.15,0.68,-168.87
-0.18,-0.37,-0.934,0.032,0.002,0.0,21.75,-9.0,-74.85,82.2,0.69,-168.87
-0.178,-0.365,-0.936,0.034,-0.001,-0.0,21.15,-9.6,-74.25,82.25,0.7,-168.86
-0.18,-0.368,-0.937,0.034,-0.003,-0.003,22.8,-10.2,-75.15,82.3,0.7,-168.85
-0.179,-0.37,-0.94,0.036,-0.002,-0.001,21.9,-10.05,-75.0,82.35,0.71,-168.84
-0.179,-0.37,-0.94,0.026,0.003,0.0,23.25,-9.9,-75.9,82.41,0.71,-168.84
-0.18,-0.367,-0.942,0.029,-0.002,0.003,23.25,-9.9,-75.9,82.47,0.71,-168.84
