ax,ay,az,gx,gy,gz,mx,my,mz,heading,pitch,roll
-0.022,-0.375,-0.835,-1.173,-0.736,-0.151,-61.95,-179.1,-14.4,69.01,-5.92,-148.63
-0.025,-0.837,-0.595,-0.727,-0.799,-0.502,-62.55,-173.1,-17.25,68.95,-5.79,-148.29
-0.025,-0.837,-0.595,-0.729,-0.809,2.315,-63.45,-162.0,-18.15,68.85,-5.64,-147.96
0.14,-0.567,-0.69,-0.316,-0.928,1.569,-63.45,-162.0,-18.15,68.77,-5.66,-147.82
0.178,-0.567,-0.915,0.732,-0.587,-0.056,-63.45,-162.0,-18.15,68.72,-5.69,-147.84
0.177,-0.528,-1.047,0.475,-0.028,-1.698,-66.3,-153.6,-23.55,68.68,-5.71,-147.93
0.177,-0.528,-1.047,1.221,0.566,-2.286,-70.2,-153.45,-21.75,68.64,-5.73,-148.02
-0.017,0.252,-1.091,1.713,0.254,-3.559,-76.95,-148.35,-17.1,68.65,-5.68,-148.35
-0.473,-1.999,-1.999,-4.366,-2.791,0.021,-76.95,-148.35,-17.1,68.57,-5.4,-148.21
-0.473,-1.999,-1.999,-0.284,-0.288,-4.366,-76.95,-148.35,-17.1,68.5,-5.15,-148.04
0.149,-1.797,-1.283,4.366,-1.057,-4.366,-128.25,-98.55,-20.4,68.28,-5.08,-147.76
1.897,-1.77,-1.411,4.366,-2.439,4.366,-138.9,-96.45,-13.95,68.08,-5.34,-147.61
1.247,-1.293,-1.663,4.366,-0.203,4.327,-149.85,-103.65,-3.75,67.84,-5.58,-147.56
1.247,-1.293,-1.663,4.366,1.538,4.366,-174.9,-98.55,13.65,67.59,-5.83,-147.48
-0.119,-0.931,-1.626,4.366,0.323,4.366,-174.9,-98.55,13.65,67.37,-5.7,-147.49
-0.551,-0.813,-1.381,4.366,0.247,2.593,-191.7,-40.95,70.8,67.14,-5.47,-147.43
-0.551,-0.813,-1.381,4.366,-1.088,1.972,-136.65,-2.25,57.75,66.91,-5.25,-147.33
0.238,-0.854,-1.189,4.366,-0.827,1.63,-109.5,-2.25,41.85,66.66,-5.35,-147.18
0.463,-0.729,-0.879,4.366,1.005,0.129,-89.55,-7.05,30.6,66.43,-5.58,-147.02
0.038,-0.518,-0.671,4.366,1.443,0.306,-65.1,-21.75,15.75,66.19,-5.57,-146.91
0.038,-0.518,-0.671,4.366,1.637,-0.196,-58.2,-28.5,13.65,65.97,-5.55,-146.82
-0.288,-0.45,-0.393,4.366,1.691,-1.786,-55.05,-34.95,12.0,65.81,-5.27,-146.65
-0.12,-0.874,-1.038,4.366,1.404,-2.54,-52.65,-42.9,11.1,65.64,-5.14,-146.55
-0.12,-0.874,-1.038,4.366,1.349,-4.366,-53.4,-44.85,11.55,65.5,-5.02,-146.44
0.106,-1.699,-0.693,4.366,1.379,-3.066,-53.4,-44.85,11.55,65.35,-5.02,-146.08
0.183,-1.205,-0.853,4.366,1.114,-0.943,-58.2,-42.6,21.75,65.14,-5.06,-145.76
0.142,0.639,-0.526,4.366,3.05,-2.558,-57.9,-38.7,25.5,65.11,-5.15,-146.02
0.142,0.639,-0.526,4.366,2.48,-1.253,-64.95,-28.95,33.3,65.05,-5.23,-146.29
-0.625,0.655,1.081,2.646,1.288,-0.535,-66.45,-26.25,33.6,65.02,-5.21,-146.26
-0.092,-1.369,0.111,1.16,0.034,-2.324,-66.45,-26.25,33.6,64.94,-5.2,-146.0
-0.092,-1.369,0.111,4.366,0.529,-0.788,-74.4,-26.7,31.95,64.84,-5.19,-145.71
1.047,-1.1,-1.6,4.366,2.451,0.401,-75.75,-26.55,32.1,64.66,-5.47,-145.65
0.135,1.103,-0.361,4.366,1.683,4.366,-74.1,-29.1,33.45,64.58,-5.5,-145.82
-0.322,1.196,1.459,-0.981,1.628,4.064,-65.7,-34.8,36.15,64.52,-5.49,-145.83
-0.322,1.196,1.459,-1.445,0.403,2.292,-65.7,-34.8,36.15,64.48,-5.48,-145.84
-0.355,-1.999,1.999,4.366,3.285,-1.034,-65.4,-37.5,36.6,64.42,-5.49,-145.66
-0.253,0.514,0.487,4.366,3.35,3.418,-60.45,-32.4,42.75,64.36,-5.48,-145.64
-0.253,0.514,0.487,4.366,0.706,2.777,-58.5,-31.5,44.85,64.32,-5.44,-145.62
-0.155,-0.353,0.327,4.366,-0.246,2.967,-55.95,-28.5,46.8,64.26,-5.39,-145.44
0.012,0.329,0.705,4.366,-0.506,3.255,-55.95,-28.5,46.8,64.23,-5.39,-145.38
0.253,0.655,1.077,3.981,-0.69,0.868,-52.8,-19.8,52.2,64.2,-5.42,-145.33
0.253,0.655,1.077,3.067,-0.366,1.576,-52.65,-18.0,51.6,64.18,-5.45,-145.29
0.16,0.112,1.056,3.72,-0.37,1.922,-51.3,-15.9,53.25,64.15,-5.48,-145.2
0.202,0.67,1.001,2.87,0.052,1.966,-51.75,-13.5,54.0,64.12,-5.51,-145.17
0.202,0.67,1.001,2.74,-0.264,1.644,-51.75,-13.5,54.0,64.09,-5.54,-145.14
0.057,0.288,0.693,2.793,-0.293,1.826,-52.5,-9.6,53.25,64.06,-5.55,-145.08
0.119,-0.398,0.345,4.366,0.716,2.722,-50.85,-8.7,56.4,64.0,-5.6,-144.88
-1.086,0.53,1.381,4.366,0.319,2.803,-51.0,-5.4,54.0,63.96,-5.53,-144.81
-1.086,0.53,1.381,4.366,-1.623,-0.83,-50.25,6.15,54.45,63.95,-5.47,-144.74
0.69,0.04,0.013,4.366,-0.065,0.28,-50.25,6.15,54.45,63.92,-5.71,-144.69
-0.032,1.034,0.254,4.366,0.142,3.76,-50.25,6.15,54.45,63.88,-5.72,-144.74
-0.032,1.034,0.254,4.366,-0.641,-2.101,-52.8,26.7,48.45,63.88,-5.75,-144.77
-0.231,1.999,0.385,4.366,-1.074,-3.179,-51.9,31.2,47.55,63.89,-5.77,-144.82
0.322,1.999,0.638,1.994,-1.086,-3.181,-51.6,34.35,47.55,63.9,-5.83,-144.86
0.333,0.939,0.509,-2.52,-0.566,-1.731,-52.05,35.7,45.15,63.9,-5.9,-144.9
0.333,0.939,0.509,-2.61,-0.192,-0.859,-49.5,34.5,47.1,63.89,-5.97,-144.95
0.307,-0.409,0.493,-0.81,0.248,-0.092,-49.8,32.55,48.15,63.85,-6.05,-144.81
0.217,-0.103,0.367,4.366,0.879,0.556,-50.85,33.6,46.8,63.81,-6.14,-144.66
0.217,-0.103,0.367,4.366,1.297,0.37,-49.65,37.05,46.05,63.77,-6.23,-144.52
0.256,1.078,0.191,4.366,1.838,-0.018,-49.65,42.15,43.95,63.75,-6.31,-144.55
0.142,1.352,0.008,4.366,2.531,-0.711,-47.1,46.05,40.65,63.73,-6.37,-144.6
0.15,0.677,0.117,3.754,2.594,-0.686,-46.2,49.35,39.6,63.7,-6.45,-144.63
0.15,0.677,0.117,4.366,3.265,-0.133,-44.7,51.6,36.75,63.67,-6.53,-144.65
0.554,0.444,-0.148,4.366,4.147,0.404,-41.55,56.1,34.65,63.63,-6.74,-144.66
0.238,1.254,-0.408,4.366,4.366,1.518,-42.15,58.8,30.6,63.58,-6.82,-144.74
0.238,1.254,-0.408,4.366,4.366,-1.632,-39.45,63.75,20.85,63.54,-6.9,-144.81
0.007,1.999,-0.042,2.409,4.32,3.001,-38.25,65.25,19.8,63.48,-6.93,-144.85
-0.062,0.753,-0.142,0.322,4.113,1.844,-38.55,67.05,18.15,63.42,-6.95,-144.92
0.257,0.026,-0.605,3.547,4.136,3.65,-39.6,66.3,18.15,63.22,-7.23,-145.0
0.257,0.026,-0.605,4.366,4.215,4.366,-39.3,65.85,17.4,63.02,-7.5,-145.06
-0.544,1.999,-0.363,-0.491,1.713,2.588,-39.3,65.85,17.4,62.97,-7.47,-145.14
-0.2,1.388,-0.416,-1.507,0.527,0.678,-43.95,61.8,19.8,62.93,-7.46,-145.25
-0.2,1.388,-0.416,4.366,0.001,-4.366,-47.4,63.6,19.65,62.93,-7.48,-145.33
0.419,1.999,-0.18,4.366,1.569,-4.366,-42.45,66.45,13.2,62.92,-7.55,-145.36
-0.066,1.049,-0.478,4.366,1.086,-2.59,-39.0,67.2,10.2,62.9,-7.57,-145.44
-0.102,0.972,-0.651,4.263,0.625,-4.174,-39.0,67.2,10.2,62.88,-7.58,-145.54
-0.102,0.972,-0.651,3.428,0.248,-4.366,-31.65,71.55,1.8,62.87,-7.58,-145.64
-0.06,0.747,-0.557,3.204,0.467,-4.366,-25.05,70.95,-3.0,62.86,-7.58,-145.74
0.168,0.04,-0.815,2.991,0.279,-4.366,-23.25,72.15,-4.2,62.75,-7.64,-145.83
0.168,0.04,-0.815,4.366,1.064,-4.366,-18.0,72.9,-8.25,62.66,-7.69,-145.91
-1.542,0.953,-0.104,3.919,0.562,-3.938,-18.0,72.9,-8.25,62.65,-7.6,-145.89
-0.641,0.613,-0.907,3.118,1.456,-3.907,-8.1,69.9,-17.25,62.64,-7.5,-145.97
-0.649,-0.549,-0.672,4.366,-0.627,-4.366,-5.7,67.8,-21.15,62.6,-7.33,-145.86
-0.649,-0.549,-0.672,4.366,-0.555,-3.132,0.3,64.5,-26.85,62.57,-7.17,-145.76
0.04,0.801,-1.257,4.366,0.425,-0.772,0.9,61.65,-29.25,62.55,-7.16,-145.9
0.08,0.27,-0.569,2.989,1.266,1.287,0.9,61.65,-29.25,62.5,-7.17,-146.06
0.08,0.27,-0.569,3.869,2.288,1.114,-1.35,58.65,-37.5,62.45,-7.2,-146.23
0.016,0.512,-0.643,2.651,3.747,1.173,-2.55,59.85,-38.55,62.4,-7.21,-146.4
-0.223,0.388,-0.782,2.699,3.963,1.256,-2.85,56.4,-40.05,62.34,-7.16,-146.57
-0.343,0.323,-1.273,2.153,3.789,0.674,-4.05,55.95,-44.85,62.28,-7.1,-146.77
-0.343,0.323,-1.273,1.78,1.719,-1.025,-4.05,55.95,-44.85,62.23,-7.03,-146.98
-0.755,0.546,-1.893,2.118,-0.478,-1.316,-4.05,55.95,-44.85,62.2,-6.92,-147.17
-0.683,0.494,-1.269,2.075,-0.844,-1.078,-4.65,50.25,-49.05,62.18,-6.81,-147.37
-0.683,0.494,-1.269,2.74,1.242,-1.252,-3.15,49.5,-49.8,62.15,-6.72,-147.56
-0.396,0.223,-0.759,2.452,1.572,-1.676,-0.15,46.35,-53.4,62.12,-6.62,-147.77
-0.157,-0.031,-1.131,1.335,-0.346,-0.798,-0.15,46.35,-53.4,62.08,-6.56,-148.04
-0.205,0.149,-1.026,1.664,-0.453,-1.22,-0.15,44.1,-54.6,62.05,-6.5,-148.32
-0.205,0.149,-1.026,1.891,-0.574,-1.468,3.9,39.0,-56.85,62.04,-6.44,-148.61
-0.043,0.115,-1.124,2.127,-0.018,-1.625,4.8,38.85,-57.75,62.02,-6.44,-148.91
0.145,-0.141,-1.18,1.272,2.197,-4.256,6.6,37.35,-58.8,62.01,-6.52,-149.22
0.145,-0.141,-1.18,2.086,1.001,-1.279,7.05,36.15,-60.3,61.99,-6.58,-149.53
-0.188,0.343,-0.534,0.875,1.481,-0.186,7.95,34.35,-64.2,61.98,-6.55,-149.81
0.312,-0.001,-0.136,1.486,1.189,-1.331,8.1,33.75,-67.2,61.97,-6.77,-149.94
-0.496,0.29,-0.7,1.701,1.079,-0.428,5.85,33.75,-66.15,61.96,-6.66,-150.19
-0.496,0.29,-0.7,0.472,1.239,-0.581,4.2,34.8,-66.0,61.95,-6.55,-150.45
1.6,1.98,-1.03,0.209,4.221,1.707,4.35,35.7,-65.85,61.92,-6.68,-150.64
-0.186,0.111,-1.159,0.517,1.071,2.65,1.2,36.75,-67.8,61.87,-6.63,-150.97
-0.186,0.111,-1.159,0.696,0.507,4.153,1.05,39.15,-67.65,61.81,-6.56,-151.3
0.059,-0.243,-1.162,0.422,0.175,4.366,-0.45,40.95,-68.55,61.72,-6.56,-151.63
0.022,0.053,-1.023,1.26,-0.505,3.41,-1.95,43.65,-67.8,61.66,-6.54,-151.95
-0.423,-0.115,-1.151,0.686,-1.275,1.727,-1.8,44.7,-68.7,61.61,-6.39,-152.23
-0.423,-0.115,-1.151,0.333,-1.434,-0.76,-1.8,44.7,-68.7,61.57,-6.25,-152.51
-0.452,-0.132,-1.314,2.205,-2.287,-4.366,6.3,43.5,-70.95,61.58,-6.13,-152.8
0.897,0.186,-0.887,1.638,-3.32,-4.366,9.0,36.75,-72.3,61.61,-6.32,-153.02
0.897,0.186,-0.887,-1.032,-2.172,-1.31,14.4,31.8,-73.5,61.63,-6.51,-153.26
-0.708,0.062,-1.091,-0.802,-2.209,-1.243,14.85,32.25,-73.5,61.64,-6.35,-153.55
-1.453,-0.078,-1.301,2.471,-4.366,-4.366,14.85,32.25,-73.5,61.69,-6.16,-153.74
-0.217,0.053,-0.531,3.521,-4.366,-4.366,25.05,21.45,-74.85,61.76,-6.05,-154.05
-0.217,0.053,-0.531,0.101,-0.953,-4.366,22.35,5.7,-79.8,61.82,-5.95,-154.4
0.812,0.677,-1.27,0.228,-1.567,-3.72,20.55,3.3,-77.7,61.88,-6.12,-154.72
-0.047,-0.197,-0.972,-0.7,-0.537,-2.371,22.05,5.25,-76.65,61.93,-6.14,-155.07
-0.047,-0.197,-0.972,0.302,0.176,0.48,22.05,5.25,-76.65,61.95,-6.16,-155.41
-0.359,-0.198,-0.852,0.084,0.297,-0.494,20.1,5.7,-75.75,61.98,-5.99,-155.74
-0.223,-0.206,-0.919,0.037,-1.224,-0.665,20.4,5.4,-75.3,62.02,-5.9,-156.08
-0.223,-0.206,-0.919,-0.627,0.013,-0.095,22.5,6.3,-74.85,62.05,-5.82,-156.43
-0.228,-0.284,-0.951,0.142,0.07,-0.085,23.1,6.9,-73.95,62.08,-5.73,-156.78
-0.261,-0.32,-0.914,0.344,-0.023,-0.333,23.1,6.9,-73.95,62.11,-5.61,-157.11
-0.246,-0.283,-0.944,-0.053,-0.09,-0.242,21.9,4.2,-75.0,62.14,-5.51,-157.44
-0.246,-0.283,-0.944,0.302,-0.053,-0.233,22.35,4.65,-74.25,62.17,-5.4,-157.77
-0.234,-0.325,-0.957,0.087,-0.056,-0.046,22.05,4.8,-73.65,62.2,-5.3,-158.1
-0.198,-0.294,-0.998,-0.04,0.025,-0.086,23.4,3.75,-73.95,62.23,-5.24,-158.43
-0.198,-0.294,-0.998,-0.625,0.115,0.327,23.4,3.75,-73.95,62.26,-5.18,-158.76
-0.228,-0.292,-0.915,0.156,0.028,-0.04,23.1,5.7,-73.5,62.29,-5.08,-159.1
-0.285,-0.267,-0.984,0.522,-0.085,-0.304,23.25,6.3,-73.35,62.32,-4.97,-159.43
-0.233,-0.3,-0.946,0.311,-0.13,-0.201,23.1,5.7,-74.55,62.35,-4.87,-159.75
-0.233,-0.3,-0.946,0.115,-0.056,-0.054,23.55,4.35,-74.85,62.38,-4.78,-160.07
-0.236,-0.314,-0.945,0.107,0.008,-0.064,23.55,4.35,-74.85,62.41,-4.68,-160.39
-0.231,-0.321,-0.943,0.049,-0.016,-0.014,23.55,4.35,-74.85,62.45,-4.58,-160.71
-0.231,-0.321,-0.943,0.045,-0.026,-0.006,23.85,4.65,-74.25,62.48,-4.48,-161.02
-0.238,-0.312,-0.939,0.046,-0.0,-0.018,22.5,5.25,-74.85,62.51,-4.37,-161.33
-0.24,-0.314,-0.939,0.033,-0.003,-0.01,22.5,4.35,-74.85,62.53,-4.26,-161.64
-0.238,-0.312,-0.936,0.043,-0.011,-0.003,22.35,5.4,-74.55,62.56,-4.15,-161.95
-0.238,-0.312,-0.936,0.049,-0.0,-0.008,23.25,2.4,-74.1,62.59,-4.05,-162.24
-0.235,-0.313,-0.945,0.044,0.002,-0.02,23.25,4.35,-74.1,62.63,-3.95,-162.54
-0.237,-0.32,-0.948,0.037,-0.008,-0.006,22.8,5.55,-72.3,62.66,-3.85,-162.85
-0.237,-0.32,-0.948,0.047,-0.004,-0.005,22.8,4.35,-73.65,62.69,-3.74,-163.14
-0.238,-0.312,-0.944,0.036,-0.007,-0.004,22.5,4.35,-74.1,62.72,-3.64,-163.43
-0.241,-0.309,-0.943,0.034,-0.005,0.001,22.8,5.55,-73.65,62.75,-3.54,-163.73
-0.243,-0.313,-0.945,0.044,0.0,-0.004,22.5,5.55,-74.4,62.78,-3.43,-164.02
-0.243,-0.313,-0.945,0.035,-0.003,-0.011,22.65,4.65,-74.25,62.81,-3.32,-164.31
-0.233,-0.319,-0.947,0.045,-0.004,-0.011,23.1,3.75,-73.95,62.84,-3.22,-164.58
-0.237,-0.319,-0.946,0.056,0.001,-0.035,23.55,5.55,-74.1,62.87,-3.13,-164.87
-0.237,-0.319,-0.946,0.045,-0.001,-0.012,23.55,5.55,-74.1,62.91,-3.03,-165.16
-0.228,-0.312,-0.947,0.035,-0.011,-0.007,22.65,4.2,-74.25,62.94,-2.94,-165.42
-0.236,-0.316,-0.942,0.045,-0.003,-0.011,22.5,5.55,-74.85,62.97,-2.84,-165.69
-0.24,-0.31,-0.944,0.046,-0.008,-0.01,22.5,4.8,-74.1,63.0,-2.74,-165.95
-0.24,-0.31,-0.944,0.038,-0.006,-0.007,22.35,5.4,-73.95,63.03,-2.64,-166.22
-0.238,-0.316,-0.943,0.052,-0.009,-0.014,22.35,5.4,-73.95,63.06,-2.54,-166.48
-0.231,-0.337,-0.947,0.09,-0.013,-0.053,23.25,4.35,-74.85,63.1,-2.44,-166.72
-0.231,-0.337,-0.947,0.082,-0.024,-0.028,22.65,6.15,-74.25,63.13,-2.35,-166.97
-0.23,-0.32,-0.945,0.045,-0.002,-0.004,24.0,5.25,-74.85,63.17,-2.27,-167.22
-0.238,-0.318,-0.942,0.04,0.001,-0.003,23.25,4.8,-72.9,63.21,-2.18,-167.47
-0.244,-0.316,-0.938,0.033,-0.004,-0.003,23.25,4.8,-72.9,63.25,-2.08,-167.71
-0.244,-0.316,-0.938,0.039,-0.002,-0.003,22.35,4.65,-74.55,63.28,-1.98,-167.93
-0.242,-0.317,-0.94,0.042,0.005,-0.009,23.85,4.2,-75.3,63.33,-1.88,-168.15
-0.241,-0.318,-0.941,0.035,0.003,-0.004,21.6,4.2,-75.0,63.36,-1.78,-168.34
-0.241,-0.318,-0.941,0.043,-0.002,-0.008,23.1,4.65,-74.25,63.4,-1.68,-168.56
-0.236,-0.322,-0.947,0.039,0.0,-0.003,23.1,4.65,-74.25,63.44,-1.6,-168.76
-0.235,-0.322,-0.941,0.035,-0.001,-0.001,23.55,6.0,-74.1,63.48,-1.53,-168.99
-0.237,-0.312,-0.941,0.035,0.002,0.003,23.1,5.4,-75.0,63.52,-1.44,-169.2
-0.237,-0.312,-0.941,0.035,-0.003,-0.003,23.4,4.65,-73.2,63.57,-1.37,-169.4
-0.243,-0.32,-0.943,0.036,-0.003,-0.0,23.1,5.4,-73.95,63.61,-1.28,-169.6
-0.233,-0.316,-0.94,0.041,-0.005,-0.0,23.1,5.4,-73.95,63.65,-1.21,-169.79
-0.233,-0.316,-0.94,0.038,-0.0,-0.007,23.55,5.25,-75.6,63.7,-1.14,-169.98
-0.241,-0.32,-0.943,0.042,-0.002,-0.007,23.55,5.25,-72.9,63.75,-1.07,-170.17
-0.241,-0.322,-0.939,0.043,-0.003,-0.009,23.25,4.35,-73.35,63.8,-0.99,-170.33
-0.233,-0.314,-0.94,0.039,-0.007,-0.006,24.75,4.8,-74.85,63.85,-0.94,-170.51
-0.233,-0.314,-0.94,0.033,-0.006,-0.002,24.75,4.8,-74.85,63.91,-0.88,-170.68
-0.248,-0.317,-0.939,0.035,-0.001,-0.003,23.85,3.75,-73.95,63.97,-0.8,-170.82
-0.237,-0.313,-0.942,0.036,0.002,-0.005,24.45,3.75,-75.3,64.02,-0.75,-170.97
-0.237,-0.313,-0.942,0.036,-0.002,-0.003,23.4,3.75,-75.3,64.07,-0.68,-171.09
-0.236,-0.324,-0.947,0.035,-0.004,-0.001,24.0,3.6,-75.6,64.12,-0.63,-171.21
-0.236,-0.319,-0.94,0.037,-0.002,-0.006,23.25,5.55,-75.15,64.17,-0.57,-171.35
-0.241,-0.32,-0.941,0.037,-0.003,0.002,23.1,5.4,-75.3,64.22,-0.5,-171.48
-0.241,-0.32,-0.941,0.036,-0.005,-0.004,22.05,4.05,-74.85,64.27,-0.42,-171.58
-0.243,-0.315,-0.937,0.039,0.001,-0.003,22.5,3.6,-74.4,64.32,-0.35,-171.67
-0.242,-0.315,-0.933,0.038,-0.0,-0.004,23.1,5.4,-73.95,64.37,-0.29,-171.8
-0.242,-0.315,-0.933,0.043,-0.005,-0.008,24.3,3.6,-74.85,64.43,-0.23,-171.9
-0.237,-0.32,-0.941,0.05,0.001,-0.006,23.25,3.6,-74.1,64.49,-0.19,-171.99
-0.238,-0.326,-0.947,0.071,-0.01,-0.019,23.1,4.65,-76.05,64.54,-0.13,-172.08
-0.238,-0.326,-0.947,0.072,-0.011,-0.022,24.0,5.25,-74.1,64.61,-0.1,-172.19
-0.235,-0.325,-0.942,0.105,-0.022,-0.048,23.1,5.7,-75.75,64.67,-0.05,-172.28
-0.257,-0.251,-0.935,0.039,-0.012,-0.041,23.4,4.65,-74.55,64.72,0.02,-172.45
-0.314,-0.427,-0.892,0.27,-0.222,-4.271,23.4,4.65,-74.55,64.84,0.25,-172.29
-0.314,-0.427,-0.892,0.186,-0.054,-2.957,21.9,-0.75,-74.55,64.92,0.43,-172.1
-0.298,-0.442,-0.924,-0.072,-0.055,-2.496,23.1,-3.75,-75.3,65.01,0.55,-171.89
-0.205,-0.357,-0.942,0.026,-0.002,-0.007,22.05,-4.05,-75.15,65.06,0.54,-171.83
-0.205,-0.357,-0.942,0.027,-0.001,-0.004,23.4,-4.2,-74.55,65.12,0.51,-171.77
-0.199,-0.353,-0.942,0.039,-0.001,-0.008,23.4,-4.2,-74.55,65.18,0.48,-171.72
-0.204,-0.35,-0.936,0.029,0.001,-0.004,23.85,-3.0,-75.3,65.24,0.45,-171.69
-0.213,-0.352,-0.934,0.026,-0.0,-0.006,22.35,-4.2,-75.75,65.29,0.45,-171.63
-0.213,-0.352,-0.934,0.035,0.002,-0.005,22.8,-2.85,-75.9,65.34,0.45,-171.59
-0.209,-0.353,-0.942,0.036,-0.001,-0.003,23.55,-3.3,-75.6,65.4,0.43,-171.56
-0.206,-0.349,-0.939,0.036,0.001,-0.007,23.55,-3.3,-75.6,65.46,0.41,-171.53
-0.206,-0.349,-0.939,0.032,-0.0,-0.006,23.1,-4.95,-75.3,65.52,0.4,-171.49
-0.2,-0.347,-0.945,0.028,0.0,0.001,22.35,-4.65,-74.25,65.57,0.38,-171.45
-0.199,-0.356,-0.945,0.033,-0.003,-0.004,22.05,-4.05,-76.35,65.61,0.37,-171.4
-0.212,-0.352,-0.94,0.031,0.0,-0.004,22.65,-3.45,-74.55,65.67,0.37,-171.37
-0.212,-0.352,-0.94,0.031,-0.001,-0.008,22.65,-3.45,-74.55,65.72,0.36,-171.35
-0.204,-0.344,-0.939,0.032,-0.006,-0.003,22.8,-5.55,-74.4,65.77,0.35,-171.31
-0.207,-0.356,-0.937,0.033,0.003,-0.004,24.0,-4.8,-75.6,65.84,0.34,-171.26
-0.207,-0.356,-0.937,0.032,0.001,-0.004,24.0,-4.05,-74.85,65.9,0.32,-171.23
-0.202,-0.351,-0.938,0.034,0.005,-0.009,23.4,-4.65,-75.3,65.95,0.3,-171.2
-0.204,-0.355,-0.942,0.026,-0.002,0.0,23.4,-4.65,-75.3,66.01,0.28,-171.16
-0.203,-0.349,-0.941,0.034,-0.004,-0.003,22.8,-4.8,-74.85,66.06,0.27,-171.13
-0.203,-0.349,-0.941,0.027,0.002,-0.005,23.4,-4.65,-76.05,66.12,0.26,-171.11
-0.208,-0.349,-0.937,0.03,0.0,-0.005,23.25,-4.05,-74.4,66.17,0.26,-171.09
-0.208,-0.35,-0.941,0.037,-0.001,-0.008,23.25,-5.25,-76.65,66.22,0.26,-171.06
-0.208,-0.35,-0.941,0.037,0.003,-0.012,23.25,-5.25,-76.65,66.28,0.26,-171.02
-0.203,-0.351,-0.942,0.033,-0.001,-0.01,23.4,-5.4,-75.75,66.33,0.24,-170.99
-0.202,-0.356,-0.946,0.027,0.0,-0.012,22.35,-4.2,-73.95,66.38,0.23,-170.97
-0.199,-0.355,-0.942,0.032,-0.002,-0.01,22.8,-4.8,-75.6,66.43,0.22,-170.94
-0.199,-0.355,-0.942,0.03,-0.003,-0.012,24.15,-3.75,-75.75,66.49,0.2,-170.92
-0.202,-0.35,-0.934,0.022,-0.003,-0.021,23.4,-4.95,-76.5,66.54,0.19,-170.9
-0.209,-0.34,-0.933,0.017,-0.005,-0.079,23.85,-3.45,-74.25,66.61,0.19,-170.91
-0.209,-0.34,-0.933,0.004,-0.004,-0.14,22.35,-5.4,-74.55,66.66,0.2,-170.89
-0.201,-0.352,-0.937,0.02,-0.003,-0.071,22.65,-4.65,-75.0,66.71,0.19,-170.87
-0.2,-0.355,-0.938,0.025,0.001,-0.025,24.0,-4.35,-76.35,66.76,0.18,-170.85
-0.203,-0.354,-0.943,0.031,0.001,-0.022,24.0,-5.25,-75.6,66.82,0.16,-170.82
-0.203,-0.354,-0.943,0.028,-0.004,-0.017,22.35,-4.2,-74.55,66.87,0.16,-170.8
-0.204,-0.352,-0.94,0.032,-0.003,-0.009,22.65,-4.95,-75.3,66.92,0.16,-170.78
-0.206,-0.345,-0.938,0.03,-0.001,-0.008,22.65,-3.0,-74.25,66.98,0.16,-170.79
-0.206,-0.345,-0.938,0.034,0.002,-0.008,23.25,-4.8,-75.9,67.03,0.17,-170.78
-0.204,-0.349,-0.941,0.032,-0.004,-0.01,22.5,-4.35,-75.9,67.08,0.17,-170.77
-0.197,-0.355,-0.945,0.032,0.001,-0.003,22.5,-4.35,-75.9,67.12,0.17,-170.75
-0.192,-0.352,-0.938,0.031,-0.003,-0.008,23.1,-4.65,-75.0,67.18,0.15,-170.73
-0.192,-0.352,-0.938,0.038,0.001,-0.002,24.15,-3.75,-75.0,67.24,0.12,-170.73
-0.201,-0.355,-0.941,0.036,0.0,-0.004,24.45,-4.95,-74.55,67.3,0.1,-170.72
-0.205,-0.35,-0.943,0.03,-0.003,-0.006,22.5,-5.25,-75.15,67.35,0.1,-170.7
-0.205,-0.35,-0.943,0.036,0.001,-0.001,22.5,-5.25,-75.15,67.4,0.11,-170.68
-0.209,-0.352,-0.944,0.034,0.002,-0.001,22.5,-4.8,-75.6,67.45,0.12,-170.66
-0.2,-0.353,-0.937,0.034,0.005,-0.005,23.1,-5.4,-76.05,67.5,0.12,-170.64
-0.2,-0.353,-0.937,0.036,0.001,-0.006,23.25,-4.05,-75.6,67.55,0.12,-170.63
-0.203,-0.356,-0.944,0.031,-0.004,-0.004,21.9,-3.45,-76.5,67.59,0.13,-170.63
-0.203,-0.358,-0.943,0.029,-0.005,-0.0,21.9,-3.45,-76.5,67.64,0.14,-170.62
-0.201,-0.353,-0.937,0.03,0.0,-0.001,23.85,-4.65,-73.95,67.7,0.13,-170.61
-0.201,-0.353,-0.937,0.037,0.002,-0.004,21.9,-4.2,-74.55,67.75,0.13,-170.6
-0.207,-0.355,-0.94,0.029,-0.001,-0.006,22.35,-3.0,-73.95,67.8,0.14,-170.6
-0.205,-0.345,-0.945,0.038,0.003,-0.006,22.5,-4.35,-76.65,67.85,0.15,-170.6
-0.205,-0.345,-0.945,0.034,0.006,-0.0,22.5,-4.35,-76.65,67.89,0.16,-170.6
-0.199,-0.346,-0.94,0.04,0.006,-0.002,23.55,-4.8,-75.15,67.95,0.15,-170.6
-0.2,-0.354,-0.943,0.033,0.003,-0.003,23.1,-5.4,-75.0,68.0,0.15,-170.58
-0.201,-0.351,-0.937,0.033,-0.0,-0.002,23.85,-3.75,-74.25,68.06,0.13,-170.59
